0,1,2,3
R104,HO2,R535,OH
R104,HO2,R543,OH
R104,HO2,R546,OH
R104,HO2,R559,OH
R104,HO2,R562,OH
R104,HO2,R570,OH
R104,HO2,R573,OH
R104,HO2,R574,OH
R104,HO2,R581,OH
R104,HO2,R633,OH
R106,HO2,R113,OTHRO2
R115,HO2,R113,O3
R115,HO2,R574,O3
R115,HO2,R581,O3
R115,HO2,R633,O3
R116,HO2,R15,OH
R116,HO2,R22,OH
R116,HO2,R44,OH
R116,HO2,R89,OH
R116,HO2,R90,OH
R116,HO2,R113,OH
R116,HO2,R204,OH
R116,HO2,R216,OH
R116,HO2,R401,OH
R116,HO2,R403,OH
R116,HO2,R445,OH
R116,HO2,R449,GLYC
R116,HO2,R449,OH
R116,HO2,R453,GLYC
R116,HO2,R453,OH
R116,HO2,R461,GLYC
R116,HO2,R461,OH
R116,HO2,R468,OH
R116,HO2,R469,OH
R116,HO2,R474,OH
R116,HO2,R476,OH
R116,HO2,R488,GLYC
R116,HO2,R488,OH
R116,HO2,R492,OH
R116,HO2,R497,GLYC
R116,HO2,R497,OH
R116,HO2,R500,OH
R116,HO2,R507,OH
R116,HO2,R534,GLYC
R116,HO2,R534,OH
R116,HO2,R535,OH
R116,HO2,R543,OH
R116,HO2,R546,GLYC
R116,HO2,R546,OH
R116,HO2,R559,OH
R116,HO2,R562,OH
R116,HO2,R570,GLYC
R116,HO2,R570,OH
R116,HO2,R573,OH
R116,HO2,R574,OH
R116,HO2,R581,OH
R116,HO2,R633,OH
R119,HO2,R15,OH
R119,HO2,R22,OH
R119,HO2,R44,OH
R119,HO2,R89,OH
R119,HO2,R90,OH
R119,HO2,R113,OH
R119,HO2,R204,OH
R119,HO2,R216,OH
R119,HO2,R401,OH
R119,HO2,R403,OH
R119,HO2,R445,OH
R119,HO2,R449,OH
R119,HO2,R453,OH
R119,HO2,R461,OH
R119,HO2,R468,GLYX
R119,HO2,R468,OH
R119,HO2,R469,OH
R119,HO2,R474,OH
R119,HO2,R476,OH
R119,HO2,R488,OH
R119,HO2,R492,OH
R119,HO2,R497,OH
R119,HO2,R500,OH
R119,HO2,R507,OH
R119,HO2,R534,OH
R119,HO2,R535,OH
R119,HO2,R543,OH
R119,HO2,R546,OH
R119,HO2,R559,OH
R119,HO2,R562,OH
R119,HO2,R570,OH
R119,HO2,R573,OH
R119,HO2,R574,OH
R119,HO2,R581,OH
R119,HO2,R633,OH
R121,HO2,R468,GLYX
R123,HO2,R15,OH
R123,HO2,R22,OH
R123,HO2,R44,OH
R123,HO2,R89,OH
R123,HO2,R90,OH
R123,HO2,R113,OH
R123,HO2,R204,OH
R123,HO2,R216,OH
R123,HO2,R401,OH
R123,HO2,R403,OH
R123,HO2,R445,HAC
R123,HO2,R445,OH
R123,HO2,R449,OH
R123,HO2,R453,HAC
R123,HO2,R453,OH
R123,HO2,R461,OH
R123,HO2,R468,HAC
R123,HO2,R468,OH
R123,HO2,R469,HAC
R123,HO2,R469,OH
R123,HO2,R474,OH
R123,HO2,R476,OH
R123,HO2,R488,HAC
R123,HO2,R488,OH
R123,HO2,R492,OH
R123,HO2,R497,OH
R123,HO2,R500,HAC
R123,HO2,R500,OH
R123,HO2,R507,OH
R123,HO2,R534,HAC
R123,HO2,R534,OH
R123,HO2,R535,OH
R123,HO2,R543,OH
R123,HO2,R546,OH
R123,HO2,R559,OH
R123,HO2,R562,OH
R123,HO2,R570,OH
R123,HO2,R573,HAC
R123,HO2,R573,OH
R123,HO2,R574,OH
R123,HO2,R581,HAC
R123,HO2,R581,OH
R123,HO2,R633,OH
R125,HO2,R89,MCO3
R125,HO2,R90,MCO3
R125,HO2,R113,A3O2
R125,HO2,R570,MCO3
R125,HO2,R574,MCO3
R126,HO2,R89,MCO3
R126,HO2,R90,MCO3
R126,HO2,R570,MCO3
R126,HO2,R574,MCO3
R129,HO2,R574,MO2
R142,HO2,R89,MCO3
R142,HO2,R90,MCO3
R142,HO2,R570,MCO3
R142,HO2,R574,MCO3
R144,HO2,R89,MCO3
R144,HO2,R90,MCO3
R144,HO2,R570,MCO3
R144,HO2,R574,MCO3
R147,HO2,R89,MCO3
R147,HO2,R90,MCO3
R147,HO2,R113,B3O2
R147,HO2,R570,MCO3
R147,HO2,R574,MCO3
R156,HO2,R89,MCO3
R156,HO2,R90,MCO3
R156,HO2,R570,MCO3
R156,HO2,R574,MCO3
R157,HO2,R89,MCO3
R157,HO2,R90,MCO3
R157,HO2,R113,OTHRO2
R157,HO2,R570,MCO3
R157,HO2,R574,MCO3
R167,HO2,R15,OH
R167,HO2,R22,OH
R167,HO2,R44,OH
R167,HO2,R89,OH
R167,HO2,R90,OH
R167,HO2,R113,OH
R167,HO2,R204,OH
R167,HO2,R216,OH
R167,HO2,R401,OH
R167,HO2,R403,OH
R167,HO2,R445,OH
R167,HO2,R449,OH
R167,HO2,R453,OH
R167,HO2,R461,OH
R167,HO2,R468,OH
R167,HO2,R469,OH
R167,HO2,R474,OH
R167,HO2,R476,OH
R167,HO2,R488,OH
R167,HO2,R492,OH
R167,HO2,R497,OH
R167,HO2,R500,OH
R167,HO2,R507,OH
R167,HO2,R534,OH
R167,HO2,R535,OH
R167,HO2,R543,OH
R167,HO2,R546,OH
R167,HO2,R559,OH
R167,HO2,R562,OH
R167,HO2,R570,OH
R167,HO2,R573,OH
R167,HO2,R574,OH
R167,HO2,R581,OH
R167,HO2,R633,OH
R179,HO2,R15,OH
R179,HO2,R22,OH
R179,HO2,R44,OH
R179,HO2,R89,OH
R179,HO2,R90,OH
R179,HO2,R113,OH
R179,HO2,R204,OH
R179,HO2,R216,OH
R179,HO2,R401,OH
R179,HO2,R403,OH
R179,HO2,R445,OH
R179,HO2,R449,OH
R179,HO2,R453,OH
R179,HO2,R461,OH
R179,HO2,R468,OH
R179,HO2,R469,OH
R179,HO2,R474,OH
R179,HO2,R476,OH
R179,HO2,R488,OH
R179,HO2,R492,OH
R179,HO2,R497,OH
R179,HO2,R500,OH
R179,HO2,R507,OH
R179,HO2,R534,OH
R179,HO2,R535,OH
R179,HO2,R543,OH
R179,HO2,R546,OH
R179,HO2,R559,OH
R179,HO2,R562,OH
R179,HO2,R570,OH
R179,HO2,R573,OH
R179,HO2,R574,OH
R179,HO2,R581,OH
R179,HO2,R633,OH
R190,HO2,R15,OH
R190,HO2,R22,OH
R190,HO2,R44,OH
R190,HO2,R89,OH
R190,HO2,R90,OH
R190,HO2,R113,OH
R190,HO2,R204,OH
R190,HO2,R216,OH
R190,HO2,R401,OH
R190,HO2,R403,OH
R190,HO2,R445,OH
R190,HO2,R449,OH
R190,HO2,R453,OH
R190,HO2,R461,OH
R190,HO2,R468,OH
R190,HO2,R469,OH
R190,HO2,R474,OH
R190,HO2,R476,OH
R190,HO2,R488,OH
R190,HO2,R492,OH
R190,HO2,R497,OH
R190,HO2,R500,OH
R190,HO2,R507,OH
R190,HO2,R534,OH
R190,HO2,R535,OH
R190,HO2,R543,OH
R190,HO2,R546,OH
R190,HO2,R559,OH
R190,HO2,R562,OH
R190,HO2,R570,OH
R190,HO2,R573,OH
R190,HO2,R574,OH
R190,HO2,R581,OH
R190,HO2,R633,OH
R213,HO2,R23,H2O2
R213,HO2,R217,O
R223,HO2,R89,CH2O
R223,HO2,R217,O
R223,HO2,R401,CH2O
R223,HO2,R403,CH2O
R223,HO2,R445,CH2O
R223,HO2,R449,CH2O
R223,HO2,R469,CH2O
R223,HO2,R488,CH2O
R223,HO2,R492,CH2O
R223,HO2,R497,CH2O
R223,HO2,R500,CH2O
R223,HO2,R507,CH2O
R223,HO2,R534,CH2O
R223,HO2,R535,CH2O
R223,HO2,R570,CH2O
R223,HO2,R573,CH2O
R223,HO2,R574,CH2O
R244,HO2,R574,MO2
R245,HO2,R15,OH
R245,HO2,R22,OH
R245,HO2,R44,OH
R245,HO2,R89,OH
R245,HO2,R90,OH
R245,HO2,R113,OH
R245,HO2,R204,OH
R245,HO2,R216,OH
R245,HO2,R401,OH
R245,HO2,R403,OH
R245,HO2,R445,OH
R245,HO2,R449,OH
R245,HO2,R453,OH
R245,HO2,R461,OH
R245,HO2,R468,OH
R245,HO2,R469,OH
R245,HO2,R474,OH
R245,HO2,R476,OH
R245,HO2,R488,OH
R245,HO2,R492,OH
R245,HO2,R497,OH
R245,HO2,R500,OH
R245,HO2,R507,OH
R245,HO2,R534,OH
R245,HO2,R535,OH
R245,HO2,R543,OH
R245,HO2,R546,OH
R245,HO2,R559,OH
R245,HO2,R562,OH
R245,HO2,R570,OH
R245,HO2,R573,OH
R245,HO2,R574,OH
R245,HO2,R581,OH
R245,HO2,R633,OH
R253,HO2,R15,OH
R253,HO2,R22,OH
R253,HO2,R44,OH
R253,HO2,R89,OH
R253,HO2,R90,OH
R253,HO2,R113,OH
R253,HO2,R204,OH
R253,HO2,R216,OH
R253,HO2,R401,OH
R253,HO2,R403,OH
R253,HO2,R445,OH
R253,HO2,R449,OH
R253,HO2,R453,OH
R253,HO2,R461,OH
R253,HO2,R468,OH
R253,HO2,R469,OH
R253,HO2,R474,OH
R253,HO2,R476,OH
R253,HO2,R488,OH
R253,HO2,R492,OH
R253,HO2,R497,OH
R253,HO2,R500,OH
R253,HO2,R507,OH
R253,HO2,R534,OH
R253,HO2,R535,OH
R253,HO2,R543,OH
R253,HO2,R546,OH
R253,HO2,R559,OH
R253,HO2,R562,OH
R253,HO2,R570,OH
R253,HO2,R573,OH
R253,HO2,R574,OH
R253,HO2,R581,OH
R253,HO2,R633,OH
R254,HO2,R15,OH
R254,HO2,R22,OH
R254,HO2,R44,OH
R254,HO2,R89,OH
R254,HO2,R90,OH
R254,HO2,R113,OH
R254,HO2,R204,OH
R254,HO2,R216,OH
R254,HO2,R401,OH
R254,HO2,R403,OH
R254,HO2,R445,OH
R254,HO2,R449,OH
R254,HO2,R453,OH
R254,HO2,R461,OH
R254,HO2,R468,OH
R254,HO2,R469,OH
R254,HO2,R474,OH
R254,HO2,R476,OH
R254,HO2,R488,OH
R254,HO2,R492,OH
R254,HO2,R497,OH
R254,HO2,R500,OH
R254,HO2,R507,OH
R254,HO2,R534,OH
R254,HO2,R535,OH
R254,HO2,R543,OH
R254,HO2,R546,OH
R254,HO2,R559,OH
R254,HO2,R562,OH
R254,HO2,R570,OH
R254,HO2,R573,OH
R254,HO2,R574,OH
R254,HO2,R581,OH
R254,HO2,R633,OH
R255,HO2,R15,OH
R255,HO2,R22,OH
R255,HO2,R44,OH
R255,HO2,R89,OH
R255,HO2,R90,OH
R255,HO2,R113,OH
R255,HO2,R204,OH
R255,HO2,R216,OH
R255,HO2,R401,OH
R255,HO2,R403,OH
R255,HO2,R445,OH
R255,HO2,R449,OH
R255,HO2,R453,OH
R255,HO2,R461,OH
R255,HO2,R468,OH
R255,HO2,R469,OH
R255,HO2,R474,OH
R255,HO2,R476,OH
R255,HO2,R488,OH
R255,HO2,R492,OH
R255,HO2,R497,OH
R255,HO2,R500,OH
R255,HO2,R507,OH
R255,HO2,R534,OH
R255,HO2,R535,OH
R255,HO2,R543,OH
R255,HO2,R546,OH
R255,HO2,R559,OH
R255,HO2,R562,OH
R255,HO2,R570,OH
R255,HO2,R573,OH
R255,HO2,R574,OH
R255,HO2,R581,OH
R255,HO2,R633,OH
R262,HO2,R89,CH2O
R262,HO2,R401,CH2O
R262,HO2,R403,CH2O
R262,HO2,R445,CH2O
R262,HO2,R449,CH2O
R262,HO2,R469,CH2O
R262,HO2,R488,CH2O
R262,HO2,R492,CH2O
R262,HO2,R497,CH2O
R262,HO2,R500,CH2O
R262,HO2,R507,CH2O
R262,HO2,R534,CH2O
R262,HO2,R535,CH2O
R262,HO2,R570,CH2O
R262,HO2,R573,CH2O
R262,HO2,R574,CH2O
R265,HO2,R23,H2O2
R294,HO2,R113,OTHRO2
R355,HO2,R574,MO2
R356,HO2,R89,MCO3
R356,HO2,R90,MCO3
R356,HO2,R570,MCO3
R356,HO2,R574,MCO3
R358,HO2,R113,O3
R358,HO2,R574,O3
R358,HO2,R581,O3
R358,HO2,R633,O3
R359,HO2,R113,O3
R359,HO2,R574,O3
R359,HO2,R581,O3
R359,HO2,R633,O3
R363,HO2,R113,O3
R363,HO2,R574,O3
R363,HO2,R581,O3
R363,HO2,R633,O3
R367,HO2,R574,MO2
R375,HO2,R574,MO2
R376,HO2,R574,MO2
R377,HO2,R89,MCO3
R377,HO2,R90,MCO3
R377,HO2,R570,MCO3
R377,HO2,R574,MCO3
R396,HO2,R113,O3
R396,HO2,R574,O3
R396,HO2,R581,O3
R396,HO2,R633,O3
R415,HO2,R574,MO2
R416,HO2,R574,MO2
R417,HO2,R574,MO2
R418,HO2,R574,MO2
R433,HO2,R15,OH
R433,HO2,R22,OH
R433,HO2,R44,OH
R433,HO2,R89,OH
R433,HO2,R90,OH
R433,HO2,R113,OH
R433,HO2,R204,OH
R433,HO2,R216,OH
R433,HO2,R401,OH
R433,HO2,R403,OH
R433,HO2,R445,OH
R433,HO2,R449,OH
R433,HO2,R453,OH
R433,HO2,R461,OH
R433,HO2,R468,OH
R433,HO2,R469,OH
R433,HO2,R474,OH
R433,HO2,R476,OH
R433,HO2,R488,OH
R433,HO2,R492,OH
R433,HO2,R497,OH
R433,HO2,R500,OH
R433,HO2,R507,OH
R433,HO2,R534,OH
R433,HO2,R535,OH
R433,HO2,R543,OH
R433,HO2,R546,OH
R433,HO2,R559,OH
R433,HO2,R562,OH
R433,HO2,R570,OH
R433,HO2,R573,OH
R433,HO2,R574,OH
R433,HO2,R581,OH
R433,HO2,R633,OH
R438,HO2,R15,OH
R438,HO2,R22,OH
R438,HO2,R44,OH
R438,HO2,R89,OH
R438,HO2,R90,OH
R438,HO2,R113,OH
R438,HO2,R204,OH
R438,HO2,R216,OH
R438,HO2,R401,RIPA
R438,HO2,R401,OH
R438,HO2,R403,OH
R438,HO2,R445,OH
R438,HO2,R449,OH
R438,HO2,R453,OH
R438,HO2,R461,OH
R438,HO2,R468,OH
R438,HO2,R469,OH
R438,HO2,R474,OH
R438,HO2,R476,OH
R438,HO2,R488,OH
R438,HO2,R492,OH
R438,HO2,R497,OH
R438,HO2,R500,OH
R438,HO2,R507,OH
R438,HO2,R534,OH
R438,HO2,R535,OH
R438,HO2,R543,OH
R438,HO2,R546,OH
R438,HO2,R559,OH
R438,HO2,R562,OH
R438,HO2,R570,OH
R438,HO2,R573,OH
R438,HO2,R574,OH
R438,HO2,R581,OH
R438,HO2,R633,OH
R439,HO2,R15,OH
R439,HO2,R22,OH
R439,HO2,R44,OH
R439,HO2,R89,OH
R439,HO2,R90,OH
R439,HO2,R113,OH
R439,HO2,R204,OH
R439,HO2,R216,OH
R439,HO2,R401,OH
R439,HO2,R403,RIPB
R439,HO2,R403,OH
R439,HO2,R445,OH
R439,HO2,R449,OH
R439,HO2,R453,OH
R439,HO2,R461,OH
R439,HO2,R468,OH
R439,HO2,R469,OH
R439,HO2,R474,OH
R439,HO2,R476,OH
R439,HO2,R488,OH
R439,HO2,R492,OH
R439,HO2,R497,OH
R439,HO2,R500,OH
R439,HO2,R507,OH
R439,HO2,R534,OH
R439,HO2,R535,OH
R439,HO2,R543,OH
R439,HO2,R546,OH
R439,HO2,R559,OH
R439,HO2,R562,OH
R439,HO2,R570,OH
R439,HO2,R573,OH
R439,HO2,R574,OH
R439,HO2,R581,OH
R439,HO2,R633,OH
R441,HO2,R15,OH
R441,HO2,R22,OH
R441,HO2,R44,OH
R441,HO2,R89,OH
R441,HO2,R90,OH
R441,HO2,R113,OH
R441,HO2,R204,OH
R441,HO2,R216,OH
R441,HO2,R401,OH
R441,HO2,R403,OH
R441,HO2,R404,RIPD
R441,HO2,R445,OH
R441,HO2,R449,OH
R441,HO2,R453,OH
R441,HO2,R461,OH
R441,HO2,R468,OH
R441,HO2,R469,OH
R441,HO2,R474,OH
R441,HO2,R476,OH
R441,HO2,R488,OH
R441,HO2,R492,OH
R441,HO2,R497,OH
R441,HO2,R500,OH
R441,HO2,R507,OH
R441,HO2,R534,OH
R441,HO2,R535,OH
R441,HO2,R543,OH
R441,HO2,R546,OH
R441,HO2,R559,OH
R441,HO2,R562,OH
R441,HO2,R570,OH
R441,HO2,R573,OH
R441,HO2,R574,OH
R441,HO2,R581,OH
R441,HO2,R633,OH
R454,HO2,R15,OH
R454,HO2,R22,OH
R454,HO2,R44,OH
R454,HO2,R89,OH
R454,HO2,R90,OH
R454,HO2,R113,OH
R454,HO2,R204,OH
R454,HO2,R216,OH
R454,HO2,R401,OH
R454,HO2,R403,OH
R454,HO2,R445,OH
R454,HO2,R449,OH
R454,HO2,R453,OH
R454,HO2,R461,OH
R454,HO2,R468,OH
R454,HO2,R469,OH
R454,HO2,R474,OH
R454,HO2,R476,OH
R454,HO2,R488,OH
R454,HO2,R492,OH
R454,HO2,R497,OH
R454,HO2,R500,OH
R454,HO2,R507,OH
R454,HO2,R534,OH
R454,HO2,R535,OH
R454,HO2,R543,OH
R454,HO2,R546,OH
R454,HO2,R559,OH
R454,HO2,R562,OH
R454,HO2,R570,OH
R454,HO2,R573,OH
R454,HO2,R574,OH
R454,HO2,R581,OH
R454,HO2,R633,OH
R455,HO2,R15,OH
R455,HO2,R22,OH
R455,HO2,R44,OH
R455,HO2,R89,OH
R455,HO2,R90,OH
R455,HO2,R113,OH
R455,HO2,R204,OH
R455,HO2,R216,OH
R455,HO2,R401,OH
R455,HO2,R403,OH
R455,HO2,R445,OH
R455,HO2,R449,OH
R455,HO2,R453,OH
R455,HO2,R461,OH
R455,HO2,R468,OH
R455,HO2,R469,OH
R455,HO2,R474,OH
R455,HO2,R476,OH
R455,HO2,R488,OH
R455,HO2,R492,OH
R455,HO2,R497,OH
R455,HO2,R500,OH
R455,HO2,R507,OH
R455,HO2,R534,OH
R455,HO2,R535,OH
R455,HO2,R543,OH
R455,HO2,R546,OH
R455,HO2,R559,OH
R455,HO2,R562,OH
R455,HO2,R570,OH
R455,HO2,R573,OH
R455,HO2,R574,OH
R455,HO2,R581,OH
R455,HO2,R633,OH
R457,HO2,R15,OH
R457,HO2,R22,OH
R457,HO2,R44,OH
R457,HO2,R89,OH
R457,HO2,R90,OH
R457,HO2,R113,OH
R457,HO2,R204,OH
R457,HO2,R216,OH
R457,HO2,R401,OH
R457,HO2,R403,OH
R457,HO2,R445,OH
R457,HO2,R449,OH
R457,HO2,R453,OH
R457,HO2,R461,OH
R457,HO2,R468,OH
R457,HO2,R469,OH
R457,HO2,R474,OH
R457,HO2,R476,OH
R457,HO2,R488,OH
R457,HO2,R492,OH
R457,HO2,R497,OH
R457,HO2,R500,OH
R457,HO2,R507,OH
R457,HO2,R534,OH
R457,HO2,R535,OH
R457,HO2,R543,OH
R457,HO2,R546,OH
R457,HO2,R559,OH
R457,HO2,R562,OH
R457,HO2,R570,OH
R457,HO2,R573,OH
R457,HO2,R574,OH
R457,HO2,R581,OH
R457,HO2,R633,OH
R485,HO2,R15,OH
R485,HO2,R22,OH
R485,HO2,R44,OH
R485,HO2,R89,OH
R485,HO2,R90,OH
R485,HO2,R113,OH
R485,HO2,R204,OH
R485,HO2,R216,OH
R485,HO2,R401,OH
R485,HO2,R403,OH
R485,HO2,R445,OH
R485,HO2,R449,OH
R485,HO2,R453,OH
R485,HO2,R461,OH
R485,HO2,R468,OH
R485,HO2,R469,OH
R485,HO2,R474,OH
R485,HO2,R476,OH
R485,HO2,R488,OH
R485,HO2,R492,OH
R485,HO2,R497,OH
R485,HO2,R500,OH
R485,HO2,R507,OH
R485,HO2,R534,OH
R485,HO2,R535,OH
R485,HO2,R543,OH
R485,HO2,R546,OH
R485,HO2,R559,OH
R485,HO2,R562,OH
R485,HO2,R570,OH
R485,HO2,R573,OH
R485,HO2,R574,OH
R485,HO2,R581,OH
R485,HO2,R633,OH
R486,HO2,R15,OH
R486,HO2,R22,OH
R486,HO2,R44,OH
R486,HO2,R89,OH
R486,HO2,R90,OH
R486,HO2,R113,OH
R486,HO2,R204,OH
R486,HO2,R216,OH
R486,HO2,R401,OH
R486,HO2,R403,OH
R486,HO2,R445,OH
R486,HO2,R449,OH
R486,HO2,R453,OH
R486,HO2,R461,OH
R486,HO2,R468,OH
R486,HO2,R469,OH
R486,HO2,R474,OH
R486,HO2,R476,OH
R486,HO2,R488,OH
R486,HO2,R492,OH
R486,HO2,R497,OH
R486,HO2,R500,OH
R486,HO2,R507,OH
R486,HO2,R534,OH
R486,HO2,R535,OH
R486,HO2,R543,OH
R486,HO2,R546,OH
R486,HO2,R559,OH
R486,HO2,R562,OH
R486,HO2,R570,OH
R486,HO2,R573,OH
R486,HO2,R574,OH
R486,HO2,R581,OH
R486,HO2,R633,OH
R512,HO2,R574,MO2
R513,HO2,R574,MO2
R515,HO2,R89,MCO3
R515,HO2,R90,MCO3
R515,HO2,R570,MCO3
R515,HO2,R574,MCO3
R541,HO2,R15,OH
R541,HO2,R22,OH
R541,HO2,R44,OH
R541,HO2,R89,OH
R541,HO2,R90,OH
R541,HO2,R113,OH
R541,HO2,R204,OH
R541,HO2,R216,OH
R541,HO2,R401,OH
R541,HO2,R403,OH
R541,HO2,R445,OH
R541,HO2,R449,OH
R541,HO2,R453,OH
R541,HO2,R461,OH
R541,HO2,R468,OH
R541,HO2,R469,OH
R541,HO2,R474,OH
R541,HO2,R476,OH
R541,HO2,R488,OH
R541,HO2,R492,OH
R541,HO2,R497,OH
R541,HO2,R500,OH
R541,HO2,R507,OH
R541,HO2,R534,OH
R541,HO2,R535,OH
R541,HO2,R543,OH
R541,HO2,R546,OH
R541,HO2,R559,OH
R541,HO2,R562,OH
R541,HO2,R570,OH
R541,HO2,R573,OH
R541,HO2,R574,OH
R541,HO2,R581,OH
R541,HO2,R633,OH
R548,HO2,R113,O3
R548,HO2,R401,MVK
R548,HO2,R474,MVK
R548,HO2,R507,MVK
R548,HO2,R574,O3
R548,HO2,R581,O3
R548,HO2,R633,O3
R549,HO2,R15,OH
R549,HO2,R22,OH
R549,HO2,R44,OH
R549,HO2,R89,OH
R549,HO2,R90,OH
R549,HO2,R113,OH
R549,HO2,R204,OH
R549,HO2,R216,OH
R549,HO2,R401,OH
R549,HO2,R403,MACR
R549,HO2,R403,OH
R549,HO2,R445,OH
R549,HO2,R449,OH
R549,HO2,R453,OH
R549,HO2,R461,OH
R549,HO2,R468,OH
R549,HO2,R469,OH
R549,HO2,R474,OH
R549,HO2,R476,MACR
R549,HO2,R476,OH
R549,HO2,R488,OH
R549,HO2,R492,OH
R549,HO2,R497,OH
R549,HO2,R500,OH
R549,HO2,R507,MACR
R549,HO2,R507,OH
R549,HO2,R534,OH
R549,HO2,R535,OH
R549,HO2,R543,OH
R549,HO2,R546,OH
R549,HO2,R559,OH
R549,HO2,R562,OH
R549,HO2,R570,OH
R549,HO2,R573,OH
R549,HO2,R574,OH
R549,HO2,R581,OH
R549,HO2,R633,OH
R564,HO2,R15,OH
R564,HO2,R22,OH
R564,HO2,R44,OH
R564,HO2,R89,OH
R564,HO2,R90,OH
R564,HO2,R113,OH
R564,HO2,R204,OH
R564,HO2,R216,OH
R564,HO2,R401,OH
R564,HO2,R403,OH
R564,HO2,R445,OH
R564,HO2,R449,OH
R564,HO2,R453,OH
R564,HO2,R461,OH
R564,HO2,R468,OH
R564,HO2,R469,OH
R564,HO2,R474,OH
R564,HO2,R476,OH
R564,HO2,R488,OH
R564,HO2,R492,OH
R564,HO2,R497,OH
R564,HO2,R500,OH
R564,HO2,R507,OH
R564,HO2,R534,OH
R564,HO2,R535,OH
R564,HO2,R543,OH
R564,HO2,R546,OH
R564,HO2,R559,OH
R564,HO2,R562,OH
R564,HO2,R570,OH
R564,HO2,R573,OH
R564,HO2,R574,OH
R564,HO2,R581,OH
R564,HO2,R633,OH
R566,HO2,R15,OH
R566,HO2,R22,OH
R566,HO2,R44,OH
R566,HO2,R89,OH
R566,HO2,R90,OH
R566,HO2,R113,OH
R566,HO2,R204,OH
R566,HO2,R216,OH
R566,HO2,R401,OH
R566,HO2,R403,OH
R566,HO2,R445,OH
R566,HO2,R449,OH
R566,HO2,R453,OH
R566,HO2,R461,MVKDH
R566,HO2,R461,OH
R566,HO2,R468,OH
R566,HO2,R469,OH
R566,HO2,R474,OH
R566,HO2,R476,OH
R566,HO2,R488,OH
R566,HO2,R492,OH
R566,HO2,R497,OH
R566,HO2,R500,OH
R566,HO2,R507,OH
R566,HO2,R534,OH
R566,HO2,R535,OH
R566,HO2,R543,OH
R566,HO2,R546,OH
R566,HO2,R559,OH
R566,HO2,R562,OH
R566,HO2,R570,OH
R566,HO2,R573,OH
R566,HO2,R574,OH
R566,HO2,R581,OH
R566,HO2,R633,OH
R568,HO2,R15,OH
R568,HO2,R22,OH
R568,HO2,R44,OH
R568,HO2,R89,OH
R568,HO2,R90,OH
R568,HO2,R113,OH
R568,HO2,R204,OH
R568,HO2,R216,OH
R568,HO2,R401,OH
R568,HO2,R403,OH
R568,HO2,R445,OH
R568,HO2,R449,OH
R568,HO2,R453,OH
R568,HO2,R461,OH
R568,HO2,R468,OH
R568,HO2,R469,MVKHC
R568,HO2,R469,OH
R568,HO2,R474,OH
R568,HO2,R476,OH
R568,HO2,R488,OH
R568,HO2,R492,OH
R568,HO2,R497,OH
R568,HO2,R500,OH
R568,HO2,R507,OH
R568,HO2,R534,OH
R568,HO2,R535,OH
R568,HO2,R543,OH
R568,HO2,R546,OH
R568,HO2,R559,OH
R568,HO2,R562,OH
R568,HO2,R570,MVKHC
R568,HO2,R570,OH
R568,HO2,R573,OH
R568,HO2,R574,OH
R568,HO2,R581,OH
R568,HO2,R633,OH
R569,HO2,R15,OH
R569,HO2,R22,OH
R569,HO2,R44,OH
R569,HO2,R89,OH
R569,HO2,R90,OH
R569,HO2,R113,OH
R569,HO2,R204,OH
R569,HO2,R216,OH
R569,HO2,R401,OH
R569,HO2,R403,OH
R569,HO2,R445,OH
R569,HO2,R449,OH
R569,HO2,R453,OH
R569,HO2,R461,OH
R569,HO2,R468,MCRDH
R569,HO2,R468,OH
R569,HO2,R469,OH
R569,HO2,R474,OH
R569,HO2,R476,OH
R569,HO2,R488,OH
R569,HO2,R492,OH
R569,HO2,R497,OH
R569,HO2,R500,OH
R569,HO2,R507,OH
R569,HO2,R534,OH
R569,HO2,R535,OH
R569,HO2,R543,OH
R569,HO2,R546,OH
R569,HO2,R559,OH
R569,HO2,R562,OH
R569,HO2,R570,OH
R569,HO2,R573,OH
R569,HO2,R574,OH
R569,HO2,R581,OH
R569,HO2,R633,OH
R571,HO2,R559,MVKOHOO
R577,HO2,R562,MCROHOO
R585,HO2,R574,MO2
R590,HO2,R15,OH
R590,HO2,R22,OH
R590,HO2,R44,OH
R590,HO2,R89,OH
R590,HO2,R90,OH
R590,HO2,R113,OH
R590,HO2,R204,OH
R590,HO2,R216,OH
R590,HO2,R401,OH
R590,HO2,R403,OH
R590,HO2,R445,OH
R590,HO2,R449,OH
R590,HO2,R453,OH
R590,HO2,R461,OH
R590,HO2,R468,OH
R590,HO2,R469,OH
R590,HO2,R474,OH
R590,HO2,R476,OH
R590,HO2,R488,OH
R590,HO2,R492,OH
R590,HO2,R497,OH
R590,HO2,R500,OH
R590,HO2,R507,OH
R590,HO2,R534,OH
R590,HO2,R535,OH
R590,HO2,R543,OH
R590,HO2,R546,OH
R590,HO2,R559,OH
R590,HO2,R562,OH
R590,HO2,R570,OH
R590,HO2,R573,OH
R590,HO2,R574,OH
R590,HO2,R581,OH
R590,HO2,R633,OH
R594,HO2,R15,OH
R594,HO2,R22,OH
R594,HO2,R44,OH
R594,HO2,R89,OH
R594,HO2,R90,OH
R594,HO2,R113,OH
R594,HO2,R204,OH
R594,HO2,R216,OH
R594,HO2,R401,OH
R594,HO2,R403,OH
R594,HO2,R445,OH
R594,HO2,R449,OH
